"HolderAddress","Balance","PendingBalanceUpdate"
"0xa3611d5d6dbf2d894643fa59c2c8cec1a4a8e829","6,054.115","No"
"0x919378cdf6c838a72111a622a06989fe21c0f34b","6,052.74","No"
"0xfd15f776d6f239b946264182190624859e28130f","6,052.514","No"
"0xd4e8fed2267f9d9bf8a5e4fd15210655f5289acc","6,052.462","No"
"0x90a22e4740c69bdc6121c95e5e06248e213d6c92","6,052.016","No"
"0x14cccfb56b5b4ba495d578d5b65139dd8298d8b5","6,051.941","No"
"0x47a38e9244208246d0a0dafeebeaeacaefadc92b","6,045.692","No"
"0xa656a136d5021cd131f75b6848d8dca5b2b114e1","6,044.841","No"
"0xe5283a3aa97f0bd53a703f6ed344dc338decda95","6,044.564","No"
"0x31782e77badbba8b095d0e93f07ddbd70069b0a1","6,042.243","No"
"0x579eaac3e5a459588cdf4c5f88261de89b0c5db2","6,042.215","No"
"0xb90634dbd53f98f8907f65d882dc07d71312100f","6,041.479","No"
"0x8530cbfce4be3e6fd7c556c1050aa775594e0dd7","6,040.188","No"
"0x7f170455a1b6c016bda220f8f936e4d130ef6ea8","6,039.499","No"
"0xeb0697d590120f85b3b17dc3edf5b9981040cb0a","6,038.632","No"
"0xb7d3366d501064643a2903f0d486a9c20b7439dc","6,038.566","No"
"0x20c21799c473dad037df20e7778d5d044a1973b2","6,037.65","No"
"0xc7a6c8f304d159692dffed7c380a95d8219d0979","6,035.176","No"
"0x2bc492277fdc13fb447608bc5f14712873569786","6,031.952","No"
"0x6fd470831244fe5a67ba13b40424546a9f89094e","6,031.694","No"
"0xf8f7e4d9c0a0c2f543083ab5f39a780b5480c772","6,024.886","No"
"0x86592eea987132f84ff6481cd86126c567f91f2a","6,021.622","No"
"0xc6299c689634b115bc22bb18837b835250ea7d32","6,015.996","No"
"0xc59617e73cd09c11500f2e9ed3577cf1a30c6565","6,015.354","No"
"0xacfd3963f4d058517e5cd294cbfe70ca728e05c5","6,014.088","No"
"0x3c77783ea22148731ec4a15277f6db2d2e7d7280","6,012.765","No"
"0xbbcd53c5b19939dee574d78104664c92eed918fd","6,011.199","No"
"0x60658bdfad7770803381f22f5c37df522d6c7d80","6,010.908","No"
"0x47c0569ede9238b7d5ce8e73a91953f529a14a7c","6,010.286","No"
"0xc89207236cc36a4e63c6619da60d179a676c0078","6,008.605","No"
"0xf83eb52dfd4341120860e2168b754b6ea533d79c","6,005.293","No"
"0xabcc6611bbc774ecde9a95a1ed2a88351d55dc12","6,003.764","No"
"0xa0cac72f86a9e7c77a12ce155f1e8eda1f849009","6,002.721","No"
"0x791f80f6c0d8c26282aa012e42560955e7736aaa","5,999.272","No"
"0xc80242e38859e7d35c7a235a503ad61f8e099958","5,998.193","No"
"0x6ab1535ca5f0c68198c79df0ef59017b4d6d69a1","5,998.167","No"
"0x22443aa49a7775f809b2855564ff259a807a72ea","5,995.831","No"
"0x9326b3876c03acfa1d49d5b6ef4321b5fef43a18","5,991.919","No"
"0xd83e88dff27acdc7b42b75b0a8bc209ad5454b24","5,991.702","No"
"0x278842a4517368fb95961474876032fed5236a0d","5,991.588","No"
"0x3031fe4e1447f76e0e975ab847f05b150892a619","5,990.894","No"
"0x9f1db47b22cca49123b28b1658ddbb973466dd79","5,990.784","No"
"0x6d80334a1821b0087c588ac4ea469ed58c9fa690","5,989.878","No"
"0xf2dd5cc89be28bad8f2242518d524979a03343c9","5,989.371","No"
"0x9039da936b664cbf3784a7dd25708e7eaa05f685","5,987.377","No"
"0xf391f52e33d8a383a6cb1d7f74fe262de3da917a","5,985.078","No"
"0x57070a27f20efd47388f2fad3382f591ff27c063","5,984.221","No"
"0x642068bda035586d275d6480545f204ac6f086d9","5,981.756","No"
"0x100c636782db750e7c10e2bbb59d985d1db3c4bf","5,977.152","No"
"0x3665c2f2996f93f6110c804dec9ad83dc85c8a8f","5,976.47","No"
"0x37d84de226ba5444cebda1e146819d4a2e58df60","5,972.74","No"
"0x7b82c9b98c857ed3df15032c598173960392e574","5,970.65","No"
"0xb17c9a6c935ce11623c479d4016b4ede9e5c3bc2","5,966.518","No"
"0x1435bbe4c9f3ad8b897b5d544111893ea695e8b4","5,964.047","No"
"0x7d0a424339a7dcb56b4fed3db39044a65bff2d2a","5,960.922","No"
"0x7825f514a3d69a99079d1b41048cb3d5982b7615","5,960.615","No"
"0x3960ea1f2bf8145aec848de8fd0106f9f685151f","5,956.854","No"
"0x16907dee4f7b108974fb2cd9799ad2865856cbd9","5,956.214","No"
"0x22630c75fee117a668dc9145963f1aab11742a56","5,954.983","No"
"0xdc3403017c3320738255f1080c85b5c1db6b7172","5,954.619","No"
"0x8b8b2a99e00ee1d9cce904cc521d06abdc9d58d9","5,954.324","No"
"0xba5410c1b41ad2871b159ff5fb27e2a4953f0dd1","5,954.038","No"
"0x12f5ced0dce9fd768b6b71706e1d985d129014a9","5,952.94","No"
"0x331c9cf445cf31a623484c79fd0bf89b06d5f052","5,951.617","No"
"0x653256b631617ce185e9e0f4853df921fbe0b0a3","5,949.978","No"
"0x42e1893fbe4f3e3f2e061692624669d71db3a813","5,949.967","No"
"0xbbdb9e23e224b109f9d6865bfd7e94412800d8d5","5,947.522","No"
"0xb270514a7a7b9a26d82aeef62e159e7750d6b2be","5,945.698","No"
"0xeae4af89222e63581901db6a9a37a5867f7f62f7","5,943.745","No"
"0xd038b694320ab2a63eebdd2a7b3406d52f747df6","5,943.335","No"
"0xde8f1ab4c47992166240f30c4678226c103fc04d","5,941.715","No"
"0xe3fc61f21312d6aa61c0f6840db1b514582d7310","5,937.111","No"
"0x2fd5b2f0d2874a01d357ba7ee257326825991729","5,935.247","No"
"0xaf2aadb0dfc6629645ea4dce6370a26dd3f082c5","5,934.954","No"
"0x9a184ecc8014509aa2767c06f505d91bd221a2d1","5,933.243","No"
"0xcfe9b68c65578a46d13378cc0c2cb56d015fe520","5,931.38","No"
"0x98366499054dcb6fcdf8f6855eda27554d5ee89b","5,930.923","No"
"0x98102af49e6bf420f0976578009f7882cb7e4609","5,930.851","No"
"0x3b524072f539320d0707e78c9dd23f223a903665","5,924.832","No"
"0x7586d9174e2c8bcb0bb50840e97b7a0e54545f90","5,922.395","No"
"0x0d6f62fe982afcddeacc704dc590f677ef665965","5,921.797","No"
"0x027a71f233745a8bcf50b95e27881a79f2d18980","5,920.687","No"
"0xa02d2aec82b883cb2e6b7dc7aee8f34d01b6bcc4","5,918.395","No"
"0x189849a5dee7db7736a1b72477f5efaac8d0fc48","5,918.343","No"
"0xbd385378dfe87a57687e50145ba05a3509e11dcd","5,917.695","No"
"0xabce95f681f9ff4a3b2a6eb5c48697f3b2a41b47","5,917.4","No"
"0xe153a66e52ec3a3c5959e25a1c6dd28027875f61","5,910.116","No"
"0xb89786a906318a8fe80cc5bcd58ecbb3e4dbc034","5,908.437","No"
"0x07405350f7137166883b2a748c6d59a6d3f17ec2","5,907.15","No"
"0x7dbd33a0aa2c68c08d47cf85ece44a41f414900c","5,906.796","No"
"0x61b561b2f7a9f12ccbf67baa863d30944fb1bf86","5,906.586","No"
"0x707c6973b020ce07d462c0d5b718671add2cd326","5,905.758","No"
"0x44a57e41e41e4344258c8f0427fcab695462d340","5,905.045","No"
"0x6d93181a7d01fab9d354878abe77a6c2c8c4e037","5,897.385","No"
"0x462fea32684d7925e514ca8540dc3c5fee0df62b","5,896.65","No"
"0x8a3f21aeab175612f37bbacb24808cd7a5b5f71b","5,896.432","No"
"0x02351b73de9588901fe080f079340473c42cc879","5,895.227","No"
"0x4135d54d001d10f6faf4e82f7d3cc5eb2d0f63b6","5,894.433","No"
"0x683387b714596c16ff9de3c3c4a55379eb073f77","5,892.723","No"
"0x5051ff56805f5332e852f002ebb7255fa8d8510b","5,888.898","No"
"0x42596ec36c4dc80b6fc2dffe8d593b8b1364224c","5,888.514","No"
"0xdb1c04572480882be84e7449bc1a36677cc40f54","5,887.995","No"
"0xd6ca64caae5d4b4c5acdf6f811fee87794c227d5","5,882.781","No"
"0x1faeb7d8722bf3196077ebd8d4bb9b9ca08be946","5,882.683","No"
"0x5dfb82218d496c161e76e2610702ad2d4d412eb5","5,882.133","No"
"0x4f800dc9acd7d5590f7a7b1bf52999df26a4d0d2","5,881.769","No"
"0xafdeab434edfbe88aec048f66efff7c6d923aa94","5,880.284","No"
"0x342ace57ddc83a64f470f7c7b03379742b964d94","5,880.267","No"
"0x43d3179e959a85339fb9c3a74186bca976660f49","5,879.569","No"
"0x7fcb8a2b86792c4c5a4e4bcef737086295a1b764","5,878.347","No"
"0xc350d6fe64abfd3e944c44f53c0fed6589c7c906","5,876.719","No"
"0x8b4fa1560242c97785851a4ffefb5e3c88a2da5d","5,875.07","No"
"0x7dd4bb96ec7d837afcb0ad690f73ed39475b3eff","5,871.645","No"
"0x18f6f61e82288c520b6fa9f447879fbdb7fe1b96","5,871.589","No"
"0x58f455c77673bf6f01d679cbbdd6d6916226c616","5,870.962","No"
"0x1a6e2779be7981b6a6600d7aceefcd8e34c7288b","5,870.497","No"
"0x580f8a06ff57ddec0c8d88151e7397aabe077ecd","5,868.732","No"
"0xa49e1d687446be4f6bf8c92a934dc8c36097d0bf","5,868.501","No"
"0x84ad2b5c5441fdad3b944b7876c43b219e85c27e","5,867.305","No"
"0x40c6f6a68e5dd779e95b855c7b297e8f610b5059","5,866.941","No"
"0x0fef59019558983e0bf4eef73ce4759de7584578","5,866.258","No"
"0x075580e7ed87d6cd4ec885ccec57231110269cc5","5,863.37","No"
"0x5885e76bc6a7f7b542f7161810e4d5fb1aeb8810","5,862.783","No"
"0x3c894fce95566170ab8b85aedc4465396f8b17ad","5,862.16","No"
"0x1722ac53167c2585c6fbbfb8be5800bb69643d99","5,861.802","No"
"0xda89d8526b6e1d6c116dbaea8172bc63f4e84291","5,861.568","No"
"0x66ad94de559147b6508fa97e0e8c33eb7d50f870","5,860.34","No"
"0x1818b8c6048dbc7daecca1d278fe7d8c111e134e","5,859.167","No"
"0xff12bf2374d5e73e7d126483161fab73217ce468","5,858.813","No"
"0x0a366f0d335069e10d1a832bd045908e85882316","5,854.311","No"
"0x53e32c4d7c8cd8606a0577eb01afa6f92e75f888","5,854.024","No"
"0x4e3378283bb0f14e9e742bc0c4e27002f11f9c19","5,853.592","No"
"0x1a0dc9ec58593adfed9942d9f75f07923ff89933","5,853.447","No"
"0xd2f3a1ef51405331d1974982fdcc1111983f0c50","5,851.502","No"
"0x53f35a8a5024f4456d38254154aa0a30e2b08754","5,851.494","No"
"0xb10cbe4d1858e5562751210bda788c14a4494826","5,849.532","No"
"0x96744768fc54cdbd652b7b1698d5bd7b9000367f","5,848.234","No"
"0xaceafecdc7e56bb454d431e257864925b7e8d933","5,843.34","No"
"0x59d434022d5071bbb59350451ae9395abee35508","5,841.095","No"
"0x44c99b3d0dec82d1d24fdf841d9720f80443ed83","5,839.351","No"
"0x64254cbda41d9d17ebac4639ee791e6332cdf783","5,838.523","No"
"0x4c080869cee32c31fd34268d9b7b5dc5d29fd963","5,837.639","No"
"0x608c6a25a19844074609a813494119fd18f38805","5,837.419","No"
"0xf6bec64eff99d4a78a7790a173934d8c1e8139c4","5,836.632","No"
"0x91d5b99ef1828bd6e259eaed33ea774749c31cbc","5,834.975","No"
"0x3679fdc6f5912d302c600fee2feb48ee62241480","5,831.147","No"
"0xd6c6623924c0c7d59c96363618e03e4669475db8","5,826.394","No"
"0x19206270d33e6c733fe7398066e418c7d039d85a","5,825.97","No"
"0xab168bb5e9f82c0f6543c1e88d6b9c926007a6cd","5,825.675","No"
"0x8bdeea12696859aa688810eaad2044511cebbcbd","5,824.73","No"
"0xc0cafc1c3cb93549f6ce5fe7a78c495d66645a86","5,821.471","No"
"0xd325199f690aae615201d327593e0485ec7d80ec","5,819.612","No"
"0x4970a60444fb1186a39fe30f85e4e65e62bd4b0e","5,819.169","No"
"0x9d6a5b6c0da5d269b0310ae1dcc0e0e91f572931","5,818.739","No"
"0xfa9239468c1fe7c49cfb3dd48aa94ab10423a795","5,817.646","No"
"0xa93f4b57e4e3e4d3f4655aa5e5d63129d03d1374","5,814.625","No"
"0x0906f878e1d20eff0465e65f6127f091eae5a1ee","5,812.978","No"
"0xe648b44bf2d0d4cfbd1dfc917516ef8968153a5a","5,812.678","No"
"0xcea1fd83d2b9b47fd641b9033f2d0bac998cdf58","5,811.524","No"
"0xef4ebdc2ca67ef3d4ad9812afbb65ef6482d41fb","5,811.388","No"
"0x8734543225c8894af6e8340e35dd5955f5b64a8b","5,809.143","No"
"0x17b65e1b1143271d481e56a86f95dd3f9037ab8b","5,807.138","No"
"0xb99b734b68490c6dad50227e60255b2da67f759b","5,805.191","No"
"0x0764fecbd5a33e3bbf56a0081211874a0e941636","5,804.408","No"
"0x619dec66050d6c18db9050a3eead7f32c6b6f3a7","5,803.84","No"
"0xb024ceae08d3ed28aa0a60d172df51dffb5e9521","5,803.376","No"
"0x2e30b3e3e472cbb38e89f6fcee30097ac9f9dbb4","5,802.361","No"
"0x0fa3436a74ab4fdf30ee178e7e1dc6cdf2736e89","5,801.814","No"
"0xe335d1859549bbc33c3337c51d2a911a34ba1f87","5,801.487","No"
"0x90d043d9c6fba9f38ea15443a47c64187ae1a921","5,799.611","No"
"0x1957631c453a008b2d5c702ba3f6dfed5a742261","5,798.767","No"
"0x58d8a43578e9ac86fea2740435f17ff244de2e1c","5,798.355","No"
"0xe56bc19c865fc83e62dc86684ef81bea47258e81","5,798.084","No"
"0xea72a68ba3d267ee2023213bc68579ffd355e113","5,797.854","No"
"0x75462be1cc37ad6ad761948d82624966c2c17966","5,795.271","No"
"0x5624799ceb7e7fea27e9e05bb0446fc512a8ab80","5,794.534","No"
"0xf0e9138ec3d257d6fd374b4b1926ec69f168c7d3","5,794.35","No"
"0x9c25a1bb247d53c7154cc1029ddd1c886cc362fb","5,793.897","No"
"0x7352faa1d21f0645ae5bf64d9bd5a2a96a914a14","5,792.711","No"
"0x457ac3910df50e2a9bb6aba6b9a5fede473d76f4","5,792.613","No"
"0x4e7e018d071d26853db2de78851953ff8f924ca4","5,792.222","No"
"0x15b56d06076fc0b8368b78e9b539ac145eb58af8","5,791.191","No"
"0xc3cc82c3d9a44090d35497cba84626926709a133","5,787.81","No"
"0x4d9573ae2a25ce0c7c3f5d9429140b02065b8772","5,783.906","No"
"0x4df8c14faf9b92e9d440da7d37f3f8a6d079142b","5,783.798","No"
"0x93800fe3ceebb59b335c37776c2739dee8c6e6cb","5,783.254","No"
"0xa170d820f88c59241802b39e664e8c790bd405c3","5,781.601","No"
"0x6163d49ed304f43ba19694d6251c27eaeb02906f","5,781.486","No"
"0x5d4692e0c78578f6b68dfa615aee6e257d21e48a","5,781.312","No"
"0x011a882f1f0aa536b7155ceca0192fd96f1731fb","5,780.182","No"
"0xbecc7a9df49526e67af016fad93f22267307de66","5,778.928","No"
"0xd8a97b3d4c8e98b30136bdbcaae8408785ca12a7","5,777.091","No"
"0xef7070d058167e2da39ae363b42407e81e20af06","5,773.505","No"
"0xc9a21b7eac741f0efee3ababfc45973dec49c7db","5,773.442","No"
"0xa0b5cb58a3d5ee96006cdfdbca6ac61230472bf0","5,771.708","No"
"0x2739b788813b86e3ca0f0e704ec7cbe867363515","5,770.26","No"
"0xb782765251d3eaf3315318f31b883db3865afa98","5,769.746","No"
"0xdc2154b331fb226ec5473c2ba11c680afe4cdd64","5,768.577","No"
"0x55aece689c8b8a14627769acd045d89f38cf0c84","5,768.239","No"
"0xae198ae02fb9581a8fdbbc4ed4d149204de54b01","5,767.755","No"
"0xf4c308b0e368a4153431f0987aa978bf4fcdec06","5,767.714","No"
"0x2edbc7b903104e3cc63da8efb612b68217fc4ff1","5,767.699","No"
"0x990743708fb5558a14d2b54c81d7ac8e39a2d882","5,767.022","No"
"0xccc1aa2a6b8f343efabc1d85c85591ccafab04cb","5,766.772","No"
"0x5cd2a48841699a39ca82f9a6deb185e0f7d6bca7","5,766.64","No"
"0xc4a3b6fde3fdcedd5561846cdc8db5ef238cb790","5,762.744","No"
"0x193a5d21dd812f182de3a61e2f09f1890de6a169","5,761.019","No"
"0x17006ac57fe2480d9329d079c88466601ba0af2d","5,759.869","No"
"0x138c555ae1b308eb0d4af747741827aaba9403d9","5,758.412","No"
"0x4e328a71bccc3845c6186d9c540cfdb9f86f9756","5,758.382","No"
"0x9cab412346580752030dcc97037109f4efd0fe52","5,755.325","No"
"0xcd9dd6c2e0c418e496f2d6b3ae8dfaa1b25ddc8e","5,754.162","No"
"0x0dd6796db3992a58525c137ba15d262d3a1f701f","5,753.261","No"
"0x124d34e6be0c158673b254dd0ba50fb27caee3fd","5,752.853","No"
"0x5a1bc2b8d4c0adc5face4c3d9b56e537baa598d8","5,748.1","No"
"0xdb3a82d5a353c6341a2e0a3239d8236fb26b2628","5,747.968","No"
"0xcb21ff5ced143544a947af69f3a6cda9ada4a577","5,746.492","No"
"0xf7b119b44280b962bf0da05f2794cb176d352fb3","5,744.44","No"
"0xfa20bd5e2e23494ffae99a8f13e5df187c5f63e1","5,742.19","No"
"0x2c2450f81f070b9189a563d9c8a3fed153893e3d","5,742.176","No"
"0x8633b634aaf3dcc53ffb305b8f8ce1cd416140fc","5,740.968","No"
"0x95526ff929fdb2e191171e19ba59a9373fff1624","5,740.628","No"
"0x377967c84af04a9005ff8352fe42be9496add482","5,740.607","No"
"0x154ae18836b9abd13e2aeeac9056d3f129a6abd7","5,740.343","No"
"0xe9c1a6b87a11e87a32e76f3a3bcab80bf26954fe","5,739.163","No"
"0x1b9422a18fbceadc7240dfc3c963e4cca5140b0b","5,738.657","No"
"0x64ea3e041e413f5066305a9efa5cf4cc4025b676","5,737.848","No"
"0xf6db761a05cedf63092919efbf22a6b89f6344c2","5,737.381","No"
"0xdb179554a3daaa9befcb86253d7d31725e87e0d3","5,735.56","No"
"0xc752b2b5b8a5a789377c9a3272c21615679bd9aa","5,733.933","No"
"0x9619a9c593168cc8d0f51312c797f5de6c0eaf31","5,733.138","No"
"0x369ff7beb9b73dcdfd0cfea83c034a627e4e5d0b","5,731.509","No"
"0x7dd6fd9c62528ee71e508cd42ca1a554021155d2","5,730.407","No"
"0xb0a50e6480a0bfc2a0fe5d9b4aa60d62a751fd8d","5,730.355","No"
"0x78a736f902c9c49bdffd9d2d162d3c7608eaf96d","5,729.403","No"
"0xe8600e2541c4d9f285bf451f104f5013cbf9f4b8","5,727.077","No"
"0xd1c2f98139aa882d62ba1592573c729565e39d6e","5,726.686","No"
"0x7bdab2398f81d0ecdffb9d922bf0395b4e9ce9cd","5,726.648","No"
"0x8f826712640b448a8d46e2280b6226e2afe613db","5,726.637","No"
"0x9f254d1a03157145ea6356b64d0770b89e2012ca","5,725.27","No"
"0x6d294aa2daa84efe82d514116f3c43d00299aefe","5,725.27","No"
"0x7f5781b532f2583d2da1fcd12b09f3d820dfcc25","5,725.27","No"
"0x5e69266e5cb36812eda0f3b07b39e4520ba277fb","5,725.27","No"
"0xc8c81b5c8460a49c0937f69328ba1fd2e88554bd","5,725.27","No"
"0x782a283622161ff9029fdf4b643764346dd8a4cf","5,725.27","No"
"0x253a59a8b8c2d5857df1d0242e176ccde8da28ad","5,725.27","No"
"0x5c392f7776b941358634f8ebddf2e2917087d505","5,725.27","No"
"0x41b423a9db8c6b644a4a95b25d7d431465808198","5,725.27","No"
"0x19e9666deb52a64694c3da30d00d662720aeaee7","5,725.27","No"
"0xaa1aa6542a311ceb2ac0472eee6fbb1e9462b9e1","5,725.27","No"
"0xa2d3d2c612a1de7810f2d2aa286bf89faaeb95c7","5,725.27","No"
"0x71359e80eb958eacdbc15daeaf77940e44899bf1","5,725.27","No"
"0xe6eb74bbd179d82635b9685b279694ccc31224c8","5,723.638","No"
"0xef06775d24869c78893a35f0bef4e601a9d93f8f","5,722.429","No"
"0xa72972cfb0e0091446de0b0c803059997d92b216","5,722.389","No"
"0xafa6d672909c3401b463ce91459119a3fb380040","5,722.117","No"
"0x809f25fb968869f3de7385b937e850ddefda66b6","5,720.599","No"
"0x3993a5390c8defc3e1c9fcd6e9d557223d2f931f","5,718.707","No"
"0x603f83cdd4104891591f0d955562ffd5dcbdb412","5,718.595","No"
"0x0969012793ee04c281cb36dbd9c134f33c6c3326","5,717.956","No"
"0x2e0c133bb79455d8e6e5827b40910d71b860a147","5,717.681","No"
"0xd061f5c984e84c7e67ebb221c0f8238989be94d8","5,715.736","No"
"0x664082cc55d75d73510dd110f38b616f6c462851","5,715.711","No"
"0x522a46351064a063e4e4b835a0a4c77b952c750f","5,714.954","No"
"0x2f0a1d40829f741119d47badd220a14a909d8520","5,714.135","No"
"0xbea0b6d9d49ba4f16665f864cebc08c526297d40","5,712.608","No"
"0x9a97085f8e113aa431b0b637f261f168f8511620","5,712.567","No"
"0xfc5c568965877567d79d737e64c018654c4abc1b","5,711.979","No"
"0xa00ada658808f2e8bb7c669198d643f54e716138","5,711.876","No"
"0xa5e2b161c181799c2970ec392ffe0523a12af2d3","5,709.695","No"
"0x77715fc8d1ad7f92a673f02e9799b053748eb8f7","5,709.515","No"
"0xe12c0ab82c96422e2e6422c8df3c56dc68cb6180","5,707.685","No"
"0x46be3c72f3bd2687eda7a725f1296c16d4edd0ac","5,705.255","No"
"0x639b659ba9b814fc5a9cdc9d06175f7b007185ae","5,704.538","No"
"0x20b7b4abae7ee49c8e0d98443b8275a17f5ca92d","5,704.184","No"
"0xae7e72adafa0a6d89d3080790e0eff64f3285697","5,702.627","No"
"0x99db71947fdc82d5dcb241c923c26cea715b9823","5,702.015","No"
"0xa428e0d0f2fb27b398c565e5388be292de34203d","5,701.035","No"
"0x2ad531347c1a84c2c1aecadda9f988e489ca8a99","5,701.009","No"
"0x29b279d85f100b38d11ac6cea8989bdfda3eaa62","5,700.021","No"
"0x716f368b488fef5fea7cb2ad1be04bfcba8a35f4","5,699.837","No"
"0xc5d86fd2fd03f9126338b169ba4ef8b42e8a23ee","5,698.419","No"
"0x81ac1108d0caf9c301760d69dff83acdb9e3365f","5,696.243","No"
"0x17a2398138ada9e21bb28c7f919abd068e152714","5,694.192","No"
"0x86e75b0a6d91d564af1313442971edd449d22091","5,692.706","No"
"0x16f5c5a8a39264c33a1bc31a8912ee99134764d7","5,692.552","No"
"0x0ca092e8dbf5f85507b1ff540dd6a2c42902fe7b","5,691.598","No"
"0xc16562352a6d38ca0d9b09efef9c576041b9dc27","5,689.808","No"
"0x89299050ef9ce1d65f39fd4a7e3089f2ae605418","5,689.264","No"
"0x3ffd1e4bc24a5b8cddb2642279ba37a2e0d6e1b6","5,689.107","No"
"0x8bf9a6549ef603c6296e5a88ea7cabaf92d25dcc","5,687.678","No"
"0x995e895c156bf9a2c8d5ba89d8cc22520a9a2ed0","5,687.49","No"
"0x5d4d0dfea52048cdd8d247c16d05a84b97bb50b9","5,686.296","No"
"0x1c7df4800df54ab919ce39ef70c3493113623938","5,685.659","No"
"0xcd041db60a10b1fd40f508c744d42d4b394053ee","5,681.835","No"
"0x0781c448d67da131885f390339fd69a2fa80f348","5,680.789","No"
"0x1f9c885ab568634c2e48895037c191553bf1fd0e","5,680.623","No"
"0x4b361a718848332efb7fd0b45acca276a695d42c","5,677.948","No"
"0x7906c9988862210f5543df719f6fce10db00a02a","5,676.669","No"
"0x85c865fe8a0bef969915ad29b3ac6277c82fb15d","5,675.76","No"
"0x97b1909c2156bb243fc2575b1e303675095ff522","5,674.122","No"
"0x125b1ba5c28303cbc0872b3e2c5333c515f56fe5","5,674.112","No"
"0xb6ab6e63d198026a09acad7767d90093b827232d","5,672.649","No"
"0x14675fdf8aec2849a5a0e2bd5abcc2e5435e926f","5,671.505","No"
"0xc85330693be4613ed6b1b3bbb534219ce0190333","5,669.807","No"
"0xe96041bc6bf39d178727f313bdd12d158f79323b","5,664.257","No"
"0xc4484152ef4b8f7abea3d3c83fdab0792ebac99d","5,663.817","No"
"0xc29e086003f71f8ecb228b2c544922995d0ccc89","5,663.261","No"
"0x1377b7e85c59756531aaadef24daa27c24ef9305","5,661.007","No"
"0xf8ada73c2dab821b0747fd0df469fb323c0406bd","5,659.868","No"
"0x7caa190724290277ae3108fffbcd892d4fdd92e1","5,655.983","No"
"0xd4129df743dea145ac27b2362e0ff957a69a4230","5,651.446","No"
"0x6c15028c8c370f5652245a8a8b180dbd54c9bc1a","5,650.428","No"
"0x30409b5bef4e6f84540cf3f0d5c0e7d329374532","5,650.337","No"
"0x38f00be88ce638a503c152f2da9855a19483d6e5","5,648.779","No"
"0xfd2472826c29b2dcedfb94f0ce6231bf85ebe09b","5,648.439","No"
"0x0245835e8045900009da080dd3b3557b9a256cf9","5,647.089","No"
"0xb3beb4cf7ddaa0f5c5867ce8ae6fb5a1708d2b84","5,646.748","No"
"0x739d101f6f3e3e9c7aa695f9f4dc204c3ccb50e1","5,645.135","No"
"0x2e713442c24858aa1f37da49cae15cf1381b3641","5,644.879","No"
"0x4b292756f134658fda7e1694b7564f4b6911baaf","5,644.686","No"
"0xa7e0d9b642a689e4b912337f6bb9fb333eaed91f","5,644.543","No"
"0x5284737a6fd3625906bb06b540fc2f095aabc269","5,644.455","No"
"0x173da1fdfcf98bbdd9805baa192440d6ff4d9ddd","5,643.793","No"
"0x22cce332cd7cc68469e1083620bc5cabac84c8ea","5,642.191","No"
"0x059f06d44569d072f02aaddac9243e11778c8fbc","5,641.272","No"
"0x401078ffe593eb4c55ae4027d439bc148bb8b01f","5,639.903","No"
"0x11704242a52571323ec693d0aacd2d663b36c15d","5,638.729","No"
"0x82864d81b6838e524de22ef1bfb8db0b09c5be9c","5,638.417","No"
"0x85760c37b64ad5c038458f5dde4c539fe3a2e10c","5,636.031","No"
"0x23a3ace6c60777a2ea9c1cf2234ff71511428b35","5,635.877","No"
"0xdac16fe5c9300e52cfd5722f386f67892fc42796","5,635.291","No"
"0x3f66a3bbb3de1dc28288368369642dc2f7209ab9","5,633.707","No"
"0x81dd978de1416b1ad97fcadaad901c78d7c06a24","5,632.76","No"
"0x8b33b4f28cd4efddb8e527110c14792300bb5850","5,631.546","No"
"0x7ff518e13d6b33c99ca9aebaa811f098e22c2ca8","5,631.46","No"
"0xb550e8f2a010e9e6dc913a0d5680bc05164c3005","5,631.023","No"
"0xdf914cfc52b3168e66a4305aea2acbdd008a7b63","5,630.591","No"
"0x284fdf9692a5aeb8573f642a4e4109445ff1f95d","5,628.934","No"
"0x43ca605ede464cc4e8be8067e26b451b280169ae","5,626.932","No"
"0x2ced2374ccfa26ce3bea9e528d0f1d780431b595","5,624.555","No"
"0xc71e268ce19903341ea1f0fd738ee094da8bbec3","5,623.749","No"
"0xe718c6e62bc8e58aa6441c6bac075bee7fce44d2","5,613.07","No"
"0x4062e82f39ea2edee08c02f3f82b3ccd25f75d50","5,612.266","No"
"0x31697c571b4f377737b0702ae2cf423bfe4ce876","5,611.367","No"
"0x30cb65d0def3010e951e57705b393c9496151b2c","5,611.263","No"
"0xd3ec26bfd5d78a1c07eeae8b9bf9887d79368841","5,611.192","No"
"0xdb688e29c1c4fa91a56ac1ec5dc007243ee982e0","5,610.798","No"
"0xfec7d299ce520cee7732f79fd9b0c752fbf1dcab","5,610.473","No"
"0x8de6dd93892465b14025de01279ef3f0f1b369d0","5,609.021","No"
"0x3257a97985489afe6b239c7d817bd854dc16637c","5,604.953","No"
"0x0e1eedcd022af365a52707511e3b7981fd73f3cf","5,603.83","No"
"0xa4ccb0c05c2d80c659405ab4ff221c46d039cd33","5,600.768","No"
"0xe678d7531716cefda11a4c97b68b8ea149a99765","5,600.474","No"
"0xc464dc595deec09f33fcd996395ec6ca31457a80","5,600.164","No"
"0xb854ae580c22ec80f84e19e044edef7e4f32e8b2","5,596.674","No"
"0xf6d771679ffd27d759266e06008ba6c5e1f0b3ba","5,591.197","No"
